WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:         33368                                                                                   |
|  Number of clauses:           97515                                                                                   |
|  Parse time:                   0.06 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         2 |       100 |   33367    97513   227531 |    35755      196      8 |           0  -          96 |  0.003 %  |
|         0 |       100 |   33367    97513   227531 |    35754      312      6 |           4  -         212 |  0.003 %  |
|         3 |       100 |   33366    97513   227531 |    35755      318      6 |           5  -         219 |  0.006 %  |
|         1 |       100 |   33367    97513   227531 |    35755      425      5 |           7  -         325 |  0.003 %  |
|         2 |       250 |   33364    97505   227514 |    39331      659      7 |           5  -         410 |  0.012 %  |
|         2 |       475 |   33364    97505   227514 |    43264      901      9 |           5  -         427 |  0.012 %  |
|         0 |       250 |   33364    97505   227514 |    39330      886      6 |           4  -         637 |  0.012 %  |
|         3 |       250 |   33364    97505   227514 |    39331      999      6 |           5  -         750 |  0.012 %  |
|         1 |       250 |   33364    97505   227514 |    39331     1114      6 |           7  -         864 |  0.012 %  |
|         0 |       475 |   33364    97505   227514 |    43263     1375      6 |           4  -         900 |  0.012 %  |
|         2 |       812 |   33364    97505   227514 |    47590     1761      9 |           5  -         950 |  0.012 %  |
|         3 |       475 |   33361    97497   227497 |    43264     1867      6 |           7  -        1394 |  0.021 %  |
|         1 |       475 |   33364    97505   227514 |    43264     2121      7 |           9  -        1646 |  0.012 %  |
|         2 |      1318 |   33361    97497   227497 |    52349     2696      9 |           7  -        1381 |  0.021 %  |
|         3 |       812 |   33361    97497   227497 |    47590     2377      7 |          12  -        1567 |  0.021 %  |
|         1 |       812 |   33361    97497   227497 |    47590     2752      8 |           9  -        1943 |  0.021 %  |
|         0 |       812 |   33361    97497   227497 |    47589     2739      6 |           9  -        1930 |  0.021 %  |
|         3 |      1318 |   33361    97497   227497 |    52349     3151      8 |          12  -        1835 |  0.021 %  |
|         2 |      2077 |   33361    97497   227497 |    57584     4256     10 |          12  -        2182 |  0.021 %  |
|         0 |      1318 |   33361    97497   227497 |    52348     3905      7 |           9  -        2590 |  0.021 %  |
|         1 |      1318 |   33361    97497   227497 |    52349     4240      8 |           9  -        2925 |  0.021 %  |
|         2 |      3216 |   33361    97497   227497 |    63343     6193     10 |          12  -        2980 |  0.021 %  |
|         3 |      2077 |   33361    97497   227497 |    57584     5546      9 |          12  -        3471 |  0.021 %  |
|         1 |      2077 |   33361    97497   227497 |    57584     5774     10 |           9  -        3700 |  0.021 %  |
|         0 |      2077 |   33361    97497   227497 |    57583     6263      8 |           9  -        4186 |  0.021 %  |
|         1 |      3216 |   33361    97497   227497 |    63343     7793     10 |           9  -        4580 |  0.021 %  |
|         3 |      3216 |   33361    97497   227497 |    63343     7930     12 |          12  -        4716 |  0.021 %  |
|         0 |      3216 |   33361    97497   227497 |    63341     8509      9 |           9  -        5293 |  0.021 %  |
|         2 |      4924 |   33361    97497   227497 |    69677     9764     11 |          12  -        4843 |  0.021 %  |
|         1 |      4924 |   33361    97497   227497 |    69677    10523     11 |           9  -        5602 |  0.021 %  |
|         0 |      4924 |   33360    97494   227491 |    69675    11331     11 |          15  -        6407 |  0.024 %  |
|         3 |      4924 |   33360    97494   227491 |    69677    11656     12 |          18  -        6734 |  0.024 %  |
|         2 |      7486 |   33360    97494   227491 |    76645    14094     12 |          12  -        6612 |  0.024 %  |
|         0 |      7486 |   33358    97489   227480 |    76643    15479     13 |          26  -        7994 |  0.030 %  |
|         1 |      7486 |   33358    97489   227480 |    76645    15548     13 |          22  -        8067 |  0.030 %  |
|         3 |      7486 |   33358    97489   227480 |    76645    15939     13 |          22  -        8457 |  0.030 %  |
|         2 |     11330 |   33358    97489   227480 |    84309    20233     14 |          23  -        8908 |  0.030 %  |
|         1 |     11330 |   33358    97489   227480 |    84309    22199     14 |          22  -       10874 |  0.030 %  |
|         0 |     11330 |   33358    97489   227480 |    84307    22537     13 |          26  -       11208 |  0.030 %  |
|         3 |     11330 |   33358    97489   227480 |    84309    22790     14 |          22  -       11463 |  0.030 %  |
|         2 |     17096 |   33358    97489   227480 |    92740    29297     16 |          23  -       12206 |  0.030 %  |
|         1 |     17096 |   33358    97489   227480 |    92740    31051     16 |          22  -       13960 |  0.030 %  |
|         3 |     17096 |   33358    97489   227480 |    92740    31445     16 |          22  -       14352 |  0.030 %  |
|         0 |     17096 |   33358    97489   227480 |    92738    31310     15 |          26  -       14215 |  0.030 %  |
|         2 |     25745 |   33358    97489   227480 |   102014    43153     17 |          23  -       17413 |  0.030 %  |
|         1 |     25745 |   33358    97489   227480 |   102014    44137     17 |          22  -       18397 |  0.030 %  |
|         0 |     25745 |   33358    97489   227480 |   102012    44436     17 |          26  -       18692 |  0.030 %  |
|         3 |     25745 |   33358    97489   227480 |   102014    45084     17 |          22  -       19342 |  0.030 %  |
|         0 |     38719 |   33358    97489   227480 |   112213    62993     18 |          26  -       24275 |  0.030 %  |
|         1 |     38719 |   33358    97489   227480 |   112216    63363     18 |          22  -       24649 |  0.030 %  |
|         2 |     38719 |   33358    97489   227480 |   112216    63519     17 |          23  -       24805 |  0.030 %  |
|         3 |     38719 |   33358    97489   227480 |   112216    65223     21 |          22  -       26507 |  0.031 %  |
|         0 |     58180 |   33358    97489   227480 |   123435    88985     22 |          26  -       30806 |  0.030 %  |
|         1 |     58180 |   33358    97489   227480 |   123437    90045     19 |          22  -       31870 |  0.030 %  |
|         2 |     58180 |   33358    97489   227480 |   123437    90139     19 |          23  -       31964 |  0.030 %  |
|         3 |     58180 |   33358    97489   227480 |   123437    90879     22 |          22  -       32702 |  0.030 %  |
|         1 |     87372 |   33358    97489   227480 |   135781    33824     19 |          22  -       40985 |  0.030 %  |
|         2 |     87372 |   33358    97489   227480 |   135781   128373     22 |          23  -       41006 |  0.030 %  |
|         0 |     87372 |   33358    97489   227480 |   135778   127099     23 |          26  -       39728 |  0.030 %  |
|         3 |     87372 |   33358    97489   227480 |   135781    32589     19 |          22  -       42009 |  0.030 %  |
|         1 |    131161 |   33358    97489   227480 |   149359    94460     21 |          22  -       57832 |  0.030 %  |
|         0 |    131161 |   33358    97489   227480 |   149356    75171     19 |          26  -       55705 |  0.030 %  |
|         2 |    131161 |   33358    97489   227480 |   149359    65746     28 |          23  -       58884 |  0.030 %  |
|         3 |    131161 |   33358    97489   227480 |   149359    92696     22 |          22  -       58327 |  0.030 %  |
|         1 |    196845 |   33358    97489   227480 |   164295    55999     20 |          22  -       73213 |  0.030 %  |
|         2 |    196845 |   33358    97489   227480 |   164295   145788     26 |          23  -       73242 |  0.030 %  |
|         0 |    196845 |   33358    97489   227480 |   164292    37268     18 |          26  -       72013 |  0.030 %  |
|         3 |    196845 |   33358    97489   227480 |   164295    61537     21 |          22  -       76676 |  0.030 %  |
|         0 |    295371 |   33358    97489   227480 |   180721   158479     22 |          26  -       94697 |  0.030 %  |
|         2 |    295371 |   33358    97489   227480 |   180725   106491     32 |          23  -       94075 |  0.030 %  |
|         1 |    295371 |   33358    97489   227480 |   180725    42500     19 |          22  -       98382 |  0.030 %  |
|         3 |    295371 |   33358    97489   227480 |   180725    48864     27 |          22  -      100344 |  0.030 %  |
|         0 |    443160 |   21130    56306   132942 |   198793    56298     28 |        4114  -      135006 | 36.676 %  |
|         1 |    443160 |   21046    56072   132389 |   198797    56828     33 |        7474  -      143365 | 36.928 %  |
|         2 |    443160 |   21046    56072   132389 |   198797    86474     47 |        8823  -      142467 | 36.928 %  |
|         3 |    443160 |   21040    56056   132355 |   198797   135832     44 |        6052  -      146611 | 36.946 %  |
|         0 |    664843 |   20977    55888   131964 |   218672   140394     42 |       10017  -      167538 | 37.134 %  |
|         1 |    664843 |   20980    55896   131981 |   218677   139132     44 |        9638  -      176282 | 37.125 %  |
|         3 |    664843 |   20980    55896   131981 |   218677   196819     44 |        6341  -      172302 | 37.126 %  |
|         2 |    664843 |   20980    55896   131981 |   218677   170294     46 |       13840  -      176017 | 37.125 %  |
|         1 |    997368 |   20929    55754   131665 |   240545   126482     42 |        9982  -      212009 | 37.278 %  |
|         0 |    997368 |   20926    55746   131648 |   240540   130739     44 |       10363  -      207140 | 37.287 %  |
|         3 |    997368 |   20926    55745   131645 |   240545   186148     47 |        6660  -      211025 | 37.287 %  |
|         2 |    997368 |   20926    55745   131645 |   240545   141022     57 |       14038  -      212434 | 37.287 %  |
|         1 |   1496156 |   20901    55677   131490 |   264599    52423     25 |       10025  -      270369 | 37.362 %  |
|         3 |   1496156 |   20895    55663   131457 |   264599    78916     40 |        6693  -      265679 | 37.380 %  |
|         0 |   1496156 |   2
